human_code,cefr,country,sex,genre,language_env
WE_KOR_152,B1_2,KOR,F,Humanities,EFL
WE_KOR_153,B1_2,KOR,F,Humanities,EFL
WE_KOR_154,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_155,B1_1,KOR,M,Humanities,EFL
WE_KOR_156,A2_0,KOR,F,Humanities,EFL
WE_KOR_157,A2_0,KOR,F,Humanities,EFL
WE_KOR_158,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_159,B1_1,KOR,M,Humanities,EFL
WE_KOR_160,B2_0,KOR,F,Social Sciences,EFL
WE_KOR_161,B1_2,KOR,F,Humanities,EFL
WE_KOR_162,A2_0,KOR,M,Humanities,EFL
WE_KOR_163,A2_0,KOR,F,Humanities,EFL
WE_KOR_164,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_165,B1_1,KOR,F,Humanities,EFL
WE_KOR_166,B1_2,KOR,M,Humanities,EFL
WE_KOR_167,A2_0,KOR,F,Humanities,EFL
WE_KOR_168,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_169,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_170,B1_1,KOR,F,Humanities,EFL
WE_KOR_171,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_172,B1_2,KOR,F,Humanities,EFL
WE_KOR_173,B1_2,KOR,F,Humanities,EFL
WE_KOR_174,B1_1,KOR,M,Humanities,EFL
WE_KOR_175,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_176,A2_0,KOR,F,Humanities,EFL
WE_KOR_177,B2_0,KOR,F,Humanities,EFL
WE_KOR_178,A2_0,KOR,F,Humanities,EFL
WE_KOR_179,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_180,B1_2,KOR,F,Humanities,EFL
WE_KOR_181,B1_2,KOR,M,Humanities,EFL
WE_KOR_182,B1_2,KOR,F,Humanities,EFL
WE_KOR_183,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_184,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_185,B1_2,KOR,F,Humanities,EFL
WE_KOR_186,B1_2,KOR,F,Humanities,EFL
WE_KOR_187,B1_2,KOR,F,Humanities,EFL
WE_KOR_188,B1_1,KOR,M,Humanities,EFL
WE_KOR_189,B1_2,KOR,M,Humanities,EFL
WE_KOR_190,B1_1,KOR,F,Humanities,EFL
WE_KOR_191,B1_2,KOR,F,Humanities,EFL
WE_KOR_192,B1_2,KOR,F,Humanities,EFL
WE_KOR_193,A2_0,KOR,M,Humanities,EFL
WE_KOR_194,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_195,A2_0,KOR,F,Humanities,EFL
WE_KOR_196,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_197,A2_0,KOR,F,Humanities,EFL
WE_KOR_198,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_199,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_200,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_201,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_202,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_203,B1_1,KOR,M,Sciences & Technology,EFL
WE_KOR_204,B2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_205,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_206,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_207,B2_0,KOR,F,Humanities,EFL
WE_KOR_208,B2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_209,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_210,B1_1,KOR,F,Humanities,EFL
WE_KOR_211,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_212,B2_0,KOR,F,Humanities,EFL
WE_KOR_213,B2_0,KOR,M,Humanities,EFL
WE_KOR_214,B2_0,KOR,F,Humanities,EFL
WE_KOR_215,B2_0,KOR,F,Social Sciences,EFL
WE_KOR_216,B2_0,KOR,F,Humanities,EFL
WE_KOR_217,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_218,B2_0,KOR,F,Humanities,EFL
WE_KOR_219,B2_0,KOR,F,Social Sciences,EFL
WE_KOR_220,B2_0,KOR,F,Humanities,EFL
WE_KOR_221,B2_0,KOR,F,Humanities,EFL
WE_KOR_222,B2_0,KOR,M,Humanities,EFL
WE_KOR_223,B2_0,KOR,F,Humanities,EFL
WE_KOR_224,B2_0,KOR,M,Humanities,EFL
WE_KOR_225,B1_2,KOR,F,Humanities,EFL
WE_KOR_226,B2_0,KOR,F,Humanities,EFL
WE_KOR_227,B2_0,KOR,F,Social Sciences,EFL
WE_KOR_228,B2_0,KOR,F,Humanities,EFL
WE_KOR_229,A2_0,KOR,F,Humanities,EFL
WE_KOR_230,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_231,B2_0,KOR,M,Humanities,EFL
WE_KOR_232,B2_0,KOR,F,Humanities,EFL
WE_KOR_233,B2_0,KOR,F,Humanities,EFL
WE_KOR_234,B2_0,KOR,F,Humanities,EFL
WE_KOR_235,B2_0,KOR,F,Humanities,EFL
WE_KOR_236,B1_1,KOR,F,Humanities,EFL
WE_KOR_237,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_238,B2_0,KOR,F,Humanities,EFL
WE_KOR_239,B2_0,KOR,F,Humanities,EFL
WE_KOR_240,B2_0,KOR,F,Humanities,EFL
WE_KOR_241,B1_1,KOR,F,Social Sciences,EFL
WE_KOR_242,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_243,B1_2,KOR,M,Humanities,EFL
WE_KOR_244,B2_0,KOR,F,Humanities,EFL
WE_KOR_245,B2_0,KOR,M,Humanities,EFL
WE_KOR_246,B2_0,KOR,M,Sciences & Technology,EFL
WE_KOR_247,B2_0,KOR,M,Humanities,EFL
WE_KOR_248,B1_2,KOR,M,Humanities,EFL
WE_KOR_249,B1_1,KOR,F,Humanities,EFL
WE_KOR_250,B2_0,KOR,M,Humanities,EFL
WE_KOR_251,B1_2,KOR,M,Humanities,EFL
WE_KOR_252,B1_2,KOR,M,Humanities,EFL
WE_KOR_253,B2_0,KOR,F,Humanities,EFL
WE_KOR_254,B2_0,KOR,F,Humanities,EFL
WE_KOR_255,B2_0,KOR,F,Humanities,EFL
WE_KOR_256,B2_0,KOR,F,Humanities,EFL
WE_KOR_257,B2_0,KOR,F,Humanities,EFL
WE_KOR_258,B1_2,KOR,F,Humanities,EFL
WE_KOR_259,B2_0,KOR,F,Social Sciences,EFL
WE_KOR_260,B2_0,KOR,F,Humanities,EFL
WE_KOR_261,B1_2,KOR,F,Humanities,EFL
WE_KOR_262,B1_2,KOR,F,Humanities,EFL
WE_KOR_263,B2_0,KOR,F,Humanities,EFL
WE_KOR_264,B2_0,KOR,F,Humanities,EFL
WE_KOR_265,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_266,B2_0,KOR,F,Humanities,EFL
WE_KOR_267,A2_0,KOR,F,Humanities,EFL
WE_KOR_268,B2_0,KOR,F,Humanities,EFL
WE_KOR_269,B2_0,KOR,F,Humanities,EFL
WE_KOR_270,B2_0,KOR,M,Humanities,EFL
WE_KOR_271,B2_0,KOR,F,Humanities,EFL
WE_KOR_272,B2_0,KOR,F,Humanities,EFL
WE_KOR_273,B1_1,KOR,F,Humanities,EFL
WE_KOR_274,B2_0,KOR,F,Humanities,EFL
WE_KOR_275,B2_0,KOR,M,Humanities,EFL
WE_KOR_276,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_277,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_278,B2_0,KOR,F,Humanities,EFL
WE_KOR_279,B1_2,KOR,F,Humanities,EFL
WE_KOR_280,B1_2,KOR,F,Humanities,EFL
WE_KOR_281,B2_0,KOR,F,Humanities,EFL
WE_KOR_282,B2_0,KOR,F,Humanities,EFL
WE_KOR_283,B1_2,KOR,M,Humanities,EFL
WE_KOR_284,B2_0,KOR,F,Humanities,EFL
WE_KOR_285,B2_0,KOR,F,Humanities,EFL
WE_KOR_286,B2_0,KOR,F,Life Sciences,EFL
WE_KOR_287,B2_0,KOR,F,Humanities,EFL
WE_KOR_288,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_289,B2_0,KOR,F,Humanities,EFL
WE_KOR_290,B2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_291,B2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_292,B2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_293,B1_2,KOR,F,Humanities,EFL
WE_KOR_294,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_295,B1_2,KOR,M,Humanities,EFL
WE_KOR_296,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_297,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_298,B1_1,KOR,F,Humanities,EFL
WE_KOR_299,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_300,B1_2,KOR,F,Humanities,EFL
WE_PAK_001,B1_1,PAK,F,Humanities,ESL
WE_PAK_002,B1_1,PAK,M,Humanities,ESL
WE_PAK_003,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_005,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_006,B1_2,PAK,F,Humanities,ESL
WE_PAK_007,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_009,B1_1,PAK,F,Humanities,ESL
WE_PAK_010,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_011,A2_0,PAK,F,Humanities,ESL
WE_PAK_012,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_014,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_021,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_022,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_023,A2_0,PAK,F,Sciences & Technology,ESL
WE_PAK_024,B1_2,PAK,F,Humanities,ESL
WE_PAK_025,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_026,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_029,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_030,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_032,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_037,B1_2,PAK,F,Humanities,ESL
WE_PAK_038,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_039,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_041,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_042,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_044,B1_2,PAK,M,Humanities,ESL
WE_PAK_045,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_048,A2_0,PAK,M,Sciences & Technology,ESL
WE_PAK_049,A2_0,PAK,M,Humanities,ESL
WE_PAK_050,B1_1,PAK,M,Humanities,ESL
WE_PAK_051,B1_2,PAK,F,Humanities,ESL
WE_PAK_052,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_053,B1_1,PAK,F,Humanities,ESL
WE_PAK_054,B1_1,PAK,M,Humanities,ESL
WE_PAK_058,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_060,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_063,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_065,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_066,B1_1,PAK,M,Social Sciences,ESL
WE_PAK_067,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_071,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_072,A2_0,PAK,M,Sciences & Technology,ESL
WE_PAK_074,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_075,B1_2,PAK,F,Humanities,ESL
WE_PAK_076,B1_2,PAK,F,Humanities,ESL
WE_PAK_079,B1_1,PAK,M,Humanities,ESL
WE_PAK_080,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_081,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_085,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_088,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_090,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_093,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_095,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_096,B1_1,PAK,M,Social Sciences,ESL
WE_PAK_097,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_099,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_101,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_102,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_104,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_106,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_107,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_110,B1_1,PAK,M,Social Sciences,ESL
WE_PAK_111,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_112,B1_2,PAK,M,Social Sciences,ESL
WE_PAK_113,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_114,B2_0,PAK,M,Sciences & Technology,ESL
WE_PAK_115,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_116,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_117,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_118,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_119,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_120,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_121,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_122,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_123,B1_2,PAK,F,Humanities,ESL
WE_PAK_124,B1_1,PAK,F,Humanities,ESL
WE_PAK_125,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_128,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_129,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_131,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_132,A2_0,PAK,F,Sciences & Technology,ESL
WE_PAK_133,B1_1,PAK,M,Social Sciences,ESL
WE_PAK_134,B1_1,PAK,F,Humanities,ESL
WE_PAK_136,B1_1,PAK,M,Sciences & Technology,ESL
WE_PAK_137,B1_2,PAK,M,Sciences & Technology,ESL
WE_PAK_140,B1_2,PAK,F,Humanities,ESL
WE_PAK_141,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_143,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_144,B2_0,PAK,M,Sciences & Technology,ESL
WE_PAK_145,B1_2,PAK,F,Humanities,ESL
WE_PAK_146,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_147,B1_1,PAK,F,Sciences & Technology,ESL
WE_PAK_148,B1_1,PAK,F,Humanities,ESL
WE_PAK_150,B2_0,PAK,M,Sciences & Technology,ESL
WE_PAK_151,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_154,B1_1,PAK,F,Humanities,ESL
WE_PAK_157,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_158,B1_1,PAK,M,Social Sciences,ESL
WE_PAK_159,B1_1,PAK,F,Sciences & Technology,ESL
WE_PAK_160,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_165,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_166,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_170,B1_1,PAK,M,Social Sciences,ESL
WE_PAK_172,B1_1,PAK,F,Humanities,ESL
WE_PAK_174,B1_1,PAK,F,Sciences & Technology,ESL
WE_PAK_176,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_179,B1_1,PAK,F,Humanities,ESL
WE_PAK_184,B1_2,PAK,F,Sciences & Technology,ESL
WE_PAK_185,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_186,B1_2,PAK,F,Social Sciences,ESL
WE_PAK_187,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_189,B1_1,PAK,F,Humanities,ESL
WE_PAK_190,B1_1,PAK,F,Social Sciences,ESL
WE_PAK_192,B1_1,PAK,F,Humanities,ESL
WE_PAK_194,B1_1,PAK,M,Humanities,ESL
WE_PAK_196,B1_1,PAK,M,Humanities,ESL
WE_PAK_197,A2_0,PAK,F,Social Sciences,ESL
WE_PAK_200,B1_1,PAK,F,Humanities,ESL
WE_PHL_001,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_003,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_004,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_005,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_006,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_007,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_008,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_009,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_010,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_011,B1_1,PHL,F,Humanities,ESL
WE_PHL_012,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_013,B1_1,PHL,M,Social Sciences,ESL
WE_PHL_014,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_015,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_016,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_017,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_018,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_019,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_020,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_021,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_023,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_024,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_025,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_027,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_028,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_029,B1_2,PHL,F,Humanities,ESL
WE_PHL_030,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_031,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_032,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_033,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_034,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_035,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_036,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_037,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_038,B2_0,PHL,F,Sciences & Technology,ESL
WE_PHL_039,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_041,B2_0,PHL,F,Social Sciences,ESL
WE_PHL_042,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_043,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_044,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_045,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_046,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_048,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_049,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_050,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_051,B1_1,PHL,F,Social Sciences,ESL
WE_PHL_052,B1_1,PHL,F,Social Sciences,ESL
WE_PHL_053,B1_1,PHL,F,Social Sciences,ESL
WE_PHL_054,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_055,B1_2,PHL,F,Humanities,ESL
WE_PHL_056,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_057,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_058,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_059,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_060,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_061,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_062,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_063,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_064,B2_0,PHL,F,Social Sciences,ESL
WE_PHL_065,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_066,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_067,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_068,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_069,B1_2,PHL,F,Humanities,ESL
WE_PHL_070,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_071,B1_2,PHL,F,Humanities,ESL
WE_PHL_072,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_073,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_074,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_075,B1_2,PHL,M,Humanities,ESL
WE_PHL_076,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_077,B1_2,PHL,F,Humanities,ESL
WE_PHL_078,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_079,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_080,B1_2,PHL,F,Humanities,ESL
WE_PHL_081,B2_0,PHL,F,Sciences & Technology,ESL
WE_PHL_082,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_083,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_084,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_085,B1_1,PHL,F,Social Sciences,ESL
WE_PHL_086,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_087,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_088,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_089,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_090,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_091,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_092,B2_0,PHL,F,Social Sciences,ESL
WE_PHL_093,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_094,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_095,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_096,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_097,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_098,B1_2,PHL,F,Humanities,ESL
WE_PHL_099,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_100,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_101,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_102,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_103,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_104,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_105,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_106,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_107,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_108,B1_2,PHL,F,Humanities,ESL
WE_PHL_109,B1_2,PHL,M,Humanities,ESL
WE_PHL_110,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_111,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_112,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_113,B1_1,PHL,F,Humanities,ESL
WE_PHL_114,B1_1,PHL,M,Social Sciences,ESL
WE_PHL_115,B2_0,PHL,F,Social Sciences,ESL
WE_PHL_116,B1_2,PHL,M,Humanities,ESL
WE_PHL_117,B1_2,PHL,F,Humanities,ESL
WE_PHL_118,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_119,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_120,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_121,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_122,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_123,B1_1,PHL,F,Humanities,ESL
WE_PHL_124,B1_2,PHL,M,Humanities,ESL
WE_PHL_125,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_127,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_128,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_129,B2_0,PHL,M,Social Sciences,ESL
WE_PHL_130,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_131,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_132,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_133,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_135,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_136,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_137,B2_0,PHL,F,Sciences & Technology,ESL
WE_PHL_138,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_139,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_140,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_141,B2_0,PHL,M,Social Sciences,ESL
WE_PHL_142,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_143,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_144,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_145,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_146,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_147,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_148,B1_1,PHL,F,Social Sciences,ESL
WE_PHL_149,B1_2,PHL,F,Humanities,ESL
WE_PHL_150,B1_2,PHL,F,Humanities,ESL
WE_PHL_151,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_152,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_153,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_154,B2_0,PHL,M,Social Sciences,ESL
WE_PHL_155,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_156,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_157,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_158,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_159,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_160,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_161,A2_0,PHL,M,Social Sciences,ESL
WE_PHL_162,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_163,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_164,B1_2,PHL,F,Humanities,ESL
WE_PHL_165,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_166,B1_1,PHL,F,Social Sciences,ESL
WE_PHL_167,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_168,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_169,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_170,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_171,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_172,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_173,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_174,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_175,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_176,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_177,B1_2,PHL,F,Humanities,ESL
WE_PHL_178,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_179,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_181,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_182,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_183,B1_2,PHL,F,Humanities,ESL
WE_PHL_184,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_185,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_186,B1_2,PHL,F,Humanities,ESL
WE_PHL_187,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_188,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_189,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_190,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_191,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_192,B1_2,PHL,M,Sciences & Technology,ESL
WE_PHL_193,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_194,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_195,B1_2,PHL,M,Sciences & Technology,ESL
